box_score_id,set,is_europe,24Clock,gameClock,homeScore,quarter,visitorScore
2A8748A1-B0F4-48CA-A62F-63D1374E4B48,train,False,"[[668, 6], [719, 46]]","[[579, 8], [656, 47]]","[[446, 10], [499, 44]]","[[502, 7], [557, 46]]","[[201, 6], [256, 48]]"
2ABA163A-6763-4A9E-99B8-C38D36B7C827,train,False,"[[728, 10], [777, 51]]","[[619, 10], [713, 55]]","[[419, 12], [492, 50]]","[[508, 10], [577, 52]]","[[184, 9], [258, 49]]"
2AF71123-539B-4798-AC33-DE38DBB3F37C,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
2B849B75-B8FD-4DBC-8671-D4CD7F3E6B15,train,False,"[[728, 10], [777, 51]]","[[619, 10], [713, 55]]","[[419, 12], [492, 50]]","[[508, 10], [577, 52]]","[[184, 9], [258, 49]]"
2B8689EA-963D-4805-A03B-2258E143CD5C,train,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
2D0C0FEE-E2A8-4BAF-BF72-645D7E3A57A5,test,False,"[[165, 81], [217, 113]]","[[65, 80], [147, 114]]","[[141, 38], [222, 85]]","[[15, 85], [69, 114]]","[[141, 1], [223, 44]]"
2DC5DF7F-2986-4EC4-882F-A16FA76BB183,test,False,"[[668, 6], [719, 46]]","[[579, 8], [656, 47]]","[[446, 10], [499, 44]]","[[502, 7], [557, 46]]","[[201, 6], [256, 48]]"
2DC638D3-7DFC-4FEA-B19B-833E6029CF52,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
2E20D32E-BC5B-4C13-97D5-D6C3CF6E6B75,test,False,"[[171, 87], [214, 119]]","[[74, 88], [146, 119]]","[[152, 47], [222, 87]]","[[20, 91], [74, 119]]","[[152, 9], [222, 50]]"
2F5926A2-4195-4F57-ABA8-FA7A453BD001,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
306A8AE7-0BE8-45C4-9F05-4D2B5863522F,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
31335568-B23A-42F9-AC36-01591DAF4053,validation,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
3154E864-1250-4B35-B118-683AEF77111F,test,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
326EF124-770E-4D7A-A520-9D3B3214C028,train,False,"[[728, 10], [777, 51]]","[[619, 10], [713, 55]]","[[419, 12], [492, 50]]","[[508, 10], [577, 52]]","[[184, 9], [258, 49]]"
33048C01-D914-48B4-9333-CEA2BB2E1D47,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
3451BD17-6EEA-4AAD-B192-9478D6880B87,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
34C73514-D6F6-4191-8B7B-7462C5BEC317,test,False,"[[165, 81], [217, 113]]","[[65, 80], [147, 114]]","[[141, 38], [222, 85]]","[[15, 85], [69, 114]]","[[141, 1], [223, 44]]"
37034704-4DA3-42C0-BAC9-725BAE626D38,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
37527F91-181E-4597-9EFB-111B250C8848,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
3788BD9A-B67C-4ABF-8043-04DFDCF05DB6,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
3815AE2A-A7F0-46AF-98C9-88B9BAA4396E,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
3839BE1A-0606-482A-A930-5C69B0F6F888,train,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
38843683-C7D2-4879-9B39-534F24B54ED2,train,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
397D008C-1074-4058-B636-DC4BEB2ECC07,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
3A1C6850-A2F2-429B-92DC-4A8E269DF95F,train,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
3A3D1E34-42C0-4508-B392-6E681BC652AA,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
3ABCEE16-5D65-479A-9C67-8401B68E07E9,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
3B3E54DD-9742-4113-A2B3-CA303F621786,validation,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
3C0BF3E4-3EDE-48FF-8162-8975905D10DE,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
3C112BD7-F0E0-4A3D-BFCF-2C308C68DC94,test,False,"[[171, 87], [214, 119]]","[[74, 88], [146, 119]]","[[152, 47], [222, 87]]","[[20, 91], [74, 119]]","[[152, 9], [222, 50]]"
3C5991FA-4E1F-4F37-91C8-0A05AC703A9D,test,False,"[[671, 10], [712, 45]]","[[576, 8], [661, 48]]","[[436, 8], [498, 49]]","[[508, 9], [558, 45]]","[[197, 8], [258, 48]]"
3CC8A010-A595-4820-809D-9415C580352A,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
3DC547F5-02B4-42AA-9DF7-E05C8F0FD05E,validation,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
3E737767-0BFF-41AD-A0D8-79BA3917AB5E,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
3EAEEA03-9B44-441E-8C8F-888B9DE28CFE,test,False,"[[171, 87], [214, 119]]","[[74, 88], [146, 119]]","[[152, 47], [222, 87]]","[[20, 91], [74, 119]]","[[152, 9], [222, 50]]"
41E3F767-4593-476C-955D-E30E73B1E2E5,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
4266171C-6C56-415C-A966-BA5EA0080D24,test,False,"[[171, 87], [214, 119]]","[[74, 88], [146, 119]]","[[152, 47], [222, 87]]","[[20, 91], [74, 119]]","[[152, 9], [222, 50]]"
43BECCE3-2176-41E5-BD54-3F8DC08717CF,train,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
440F883E-405A-45D2-90D1-2A89E5224C2F,train,False,"[[728, 10], [777, 51]]","[[619, 10], [713, 55]]","[[419, 12], [492, 50]]","[[508, 10], [577, 52]]","[[184, 9], [258, 49]]"
44BD4BC3-29C8-4BC0-8140-19CCD9AA136E,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
452DB739-F5CA-4661-AE7E-1CF3713DDA74,train,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
45B51A37-F643-4333-A623-B7A86275EF4C,train,False,"[[753, 5], [798, 42]]","[[656, 8], [752, 42]]","[[496, 8], [557, 45]]","[[570, 10], [616, 40]]","[[220, 10], [282, 45]]"
4687FA33-79EC-45E5-A710-4AC8669CAD98,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
46F46480-6DDE-4314-AE47-B2ECBF7EA300,test,False,"[[171, 87], [214, 119]]","[[74, 88], [146, 119]]","[[152, 47], [222, 87]]","[[20, 91], [74, 119]]","[[152, 9], [222, 50]]"
476B8FA1-3A19-405A-BCF4-A3994CE99AE3,train,False,"[[728, 10], [777, 51]]","[[619, 10], [713, 55]]","[[419, 12], [492, 50]]","[[508, 10], [577, 52]]","[[184, 9], [258, 49]]"
48E2DF77-5354-4A9D-A09E-D69C66A35543,train,False,"[[728, 10], [777, 51]]","[[619, 10], [713, 55]]","[[419, 12], [492, 50]]","[[508, 10], [577, 52]]","[[184, 9], [258, 49]]"
49669F1C-820A-4172-A473-8DB395B909CC,train,False,"[[728, 10], [777, 51]]","[[619, 10], [713, 55]]","[[419, 12], [492, 50]]","[[508, 10], [577, 52]]","[[184, 9], [258, 49]]"
4A63A868-212E-4274-8ACA-9F8EBEE25278,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
4A737C01-2B5E-4A10-8A25-A2614D01DE56,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
4B1FFC0F-42D1-4828-ADFC-225D0934FE53,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
4CDE3132-FB43-4F7B-8F3B-9E8D7BE595CD,validation,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
4E63C42D-C543-4D89-92B8-660D95CA126C,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
4E9A2B64-8C9E-4419-A382-A7AFE3D3F4FB,test,False,"[[165, 81], [217, 113]]","[[65, 80], [147, 114]]","[[141, 38], [222, 85]]","[[15, 85], [69, 114]]","[[141, 1], [223, 44]]"
4F76893F-3743-4A52-B982-9BEE46EFEB55,train,False,"[[699, 9], [747, 45]]","[[599, 9], [683, 43]]","[[398, 6], [464, 40]]","[[481, 2], [512, 45]]","[[160, 8], [229, 43]]"
4FE5C36A-0E02-4BFE-B194-CCA45B3C05DA,train,False,"[[728, 10], [777, 51]]","[[619, 10], [713, 55]]","[[419, 12], [492, 50]]","[[508, 10], [577, 52]]","[[184, 9], [258, 49]]"
505EBEF3-8451-4649-A553-C10247A0A725,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
50A6AC85-2A91-4D32-A697-07E35BBC556B,test,False,"[[194, 45], [242, 74]]","[[102, 47], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
50D32D66-D1AA-47E6-94D0-8C0D8046BC09,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
51DF4805-1A23-4D53-A976-98F665E5001F,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
525120A4-CA28-4469-91CA-A727132BB21A,train,False,"[[699, 9], [747, 45]]","[[599, 9], [683, 43]]","[[398, 6], [464, 40]]","[[481, 2], [512, 45]]","[[160, 8], [229, 43]]"
52F94B98-7BAE-437E-9729-D03710E35E87,test,False,"[[171, 87], [214, 119]]","[[74, 88], [146, 119]]","[[152, 47], [222, 87]]","[[20, 91], [74, 119]]","[[152, 9], [222, 50]]"
53B9067F-3A6F-4AC0-A6C5-C2EF46476AE5,validation,False,"[[699, 9], [747, 45]]","[[599, 9], [683, 43]]","[[398, 6], [464, 40]]","[[481, 2], [512, 45]]","[[160, 8], [229, 43]]"
5454D7AC-B11E-471E-B8F4-EDC57F4089DD,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
549B2421-BCDD-41AB-AAB7-49899F510605,validation,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
54AF7A66-6CFA-4281-BA3C-8AB37C710909,test,False,"[[668, 6], [719, 46]]","[[579, 8], [656, 47]]","[[446, 10], [499, 44]]","[[502, 7], [557, 46]]","[[201, 6], [256, 48]]"
5614324F-0F6C-4B9A-AC5F-C35041383545,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
567B197F-80EE-4E5A-B811-5F6FBD861C96,test,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
57116982-FF71-4A4E-981D-53F935DD8ACC,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
581FA9E4-5270-429B-A71B-49D263966C2F,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
582764D9-5C99-4583-A568-F827C55ABE8A,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
5B44E784-B6C3-4627-978C-26079875CCB0,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
5EC1D0ED-3128-4162-A96B-EC44B05124AA,test,False,"[[171, 87], [214, 119]]","[[74, 88], [146, 119]]","[[152, 47], [222, 87]]","[[20, 91], [74, 119]]","[[152, 9], [222, 50]]"
5F1778FD-99A0-4FFB-916F-6894AE67939D,train,False,"[[699, 9], [747, 45]]","[[599, 9], [683, 43]]","[[398, 6], [464, 40]]","[[481, 2], [512, 45]]","[[160, 8], [229, 43]]"
5F2CF082-F483-4EFA-97B8-B4661AC956FE,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
5FBCBDA7-8A59-4389-9CAD-134906528AA9,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
608CEFAC-31F4-494C-B01C-906C0A5D3778,test,False,"[[165, 81], [217, 113]]","[[65, 80], [147, 114]]","[[141, 38], [222, 85]]","[[15, 85], [69, 114]]","[[141, 1], [223, 44]]"
61FBBBE0-FC3A-4B34-8D42-F74219BE2EE6,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
6254F3C8-33D6-4D34-B76E-0E93BE1A776F,validation,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
62E690A6-6CE0-4695-BFB1-91AF885A0886,test,False,"[[165, 81], [217, 113]]","[[65, 80], [147, 114]]","[[141, 38], [222, 85]]","[[15, 85], [69, 114]]","[[141, 1], [223, 44]]"
636A3FFD-5817-4961-8465-CDF3B78BA0E6,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
645E447E-1856-4C25-8146-4E53D2447CED,test,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
64EB27FF-638C-40C9-B75E-7720B7C85ECE,validation,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
668B31DA-5596-4496-95E5-C2F6C222CA31,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
66C60260-04DE-476F-9477-EA951B1F8AEA,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
675B0CAB-6176-4451-A756-2DDDD1483A5B,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
6A3F27D5-3364-4A76-9AE7-F34F268E042A,validation,False,"[[171, 87], [214, 119]]","[[74, 88], [146, 119]]","[[152, 47], [222, 87]]","[[20, 91], [74, 119]]","[[152, 9], [222, 50]]"
6AF5F28E-C599-497E-8E07-FFF006C3A081,test,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
6B5D53A1-2309-4C3B-89EC-BB53A854AFF8,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
6BD1ACBA-B78D-4923-A449-957A0FDC11F6,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
6BF1E98F-EBD7-49C7-875C-46317211C6EE,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
6C5DB7C6-5159-4297-83FF-ED4FA810900E,train,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
6F1DCA74-C832-4B43-9183-B0455BB73830,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
70693502-C14A-4C66-9ED3-F0A639092B5C,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
71CBB837-557D-42A3-8B5D-201EC85EC0F4,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
72495597-3741-43DE-8DD1-32564A465353,test,False,"[[758, 7], [792, 44]]","[[672, 4], [737, 44]]","[[493, 4], [564, 47]]","[[574, 4], [617, 44]]","[[213, 3], [287, 44]]"
72ABBEA0-4D88-4C9C-9C05-89BB8FC5C055,train,False,"[[668, 6], [719, 46]]","[[579, 8], [656, 47]]","[[446, 10], [499, 44]]","[[502, 7], [557, 46]]","[[201, 6], [256, 48]]"
72DE6458-B639-442C-B9F1-8F9BE45836A0,validation,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
7391AD30-2209-40CC-8754-F3060EE129B2,train,False,"[[758, 7], [792, 44]]","[[672, 4], [737, 44]]","[[493, 4], [564, 47]]","[[574, 4], [617, 44]]","[[213, 3], [287, 44]]"
74787D61-8584-4069-B234-B3D4C08E9CC7,test,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
747B3403-98ED-4738-80CF-0E69ABB71AF0,train,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
749BE319-B030-4380-9D08-F7A6F8C622C4,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
76293A82-9FBD-47D3-A38A-AF80F3BECD05,train,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
7637A61D-9165-4248-9563-058E33E4ABED,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
784B7B68-11B7-4ABF-B9D6-7EE63FBF0350,test,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
79ED2B72-E6DF-41D6-838B-E865E85F2554,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
7A143D8C-9F9C-492E-B871-2370E1B92687,validation,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
7AF19C25-5DEA-4519-9FDB-2042B56918B9,test,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
7D3ECE36-B573-4DC5-AA9C-9B1ACD0F7B66,train,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
7DAEBA54-45A2-4B61-9511-C3BC61DEEA40,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
7EB6EB3E-0A03-4A3B-9051-BB68AFE3373E,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
80519374-8B5C-40D9-AB2B-CEF8E40B4304,test,False,"[[753, 7], [800, 43]]","[[662, 6], [751, 42]]","[[507, 8], [569, 50]]","[[577, 10], [619, 46]]","[[214, 6], [289, 51]]"
80A4DABD-9B21-43D2-B12E-57B146F088B1,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
80BC57F4-3369-4735-9C9C-FA21853C1524,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
812ABCA9-DF80-4FA6-8FFE-6D418CD4E446,train,False,"[[699, 9], [747, 45]]","[[599, 9], [683, 43]]","[[398, 6], [464, 40]]","[[481, 2], [512, 45]]","[[160, 8], [229, 43]]"
85397C45-120F-47DE-83A2-DBE0B270A2C6,train,False,"[[753, 5], [798, 42]]","[[656, 8], [752, 42]]","[[496, 8], [557, 45]]","[[570, 10], [616, 40]]","[[220, 10], [282, 45]]"
8614B4FF-6C35-4F76-8599-E58FC134ADA4,test,False,"[[728, 10], [777, 51]]","[[619, 10], [713, 55]]","[[419, 12], [492, 50]]","[[508, 10], [577, 52]]","[[184, 9], [258, 49]]"
870F4449-EBE9-46C1-8BAD-D711E977C7B3,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
8810347A-8DE7-4927-9349-5070845F0339,validation,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
881E0B93-7558-4C28-AF2A-029E48A9B858,test,False,"[[165, 81], [217, 113]]","[[65, 80], [147, 114]]","[[141, 38], [222, 85]]","[[15, 85], [69, 114]]","[[141, 1], [223, 44]]"
88E07B76-5860-4648-A7BE-40C4AE5D6984,test,False,"[[194, 45], [242, 74]]","[[83, 45], [181, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
89CAD998-7D5A-469E-815C-61B4378FAE2A,train,False,"[[668, 6], [719, 46]]","[[579, 8], [656, 47]]","[[446, 10], [499, 44]]","[[502, 7], [557, 46]]","[[201, 6], [256, 48]]"
8B5DAB74-A13B-4E71-ADCF-88976DBF1061,test,False,"[[194, 45], [242, 74]]","[[102, 47], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [63, 76]]","[[81, 2], [133, 36]]"
8be5f0b5-f10a-4b24-bbdc-bf6966aa44a5,test,False,"[[165, 81], [217, 113]]","[[65, 80], [147, 114]]","[[141, 38], [222, 85]]","[[15, 85], [69, 114]]","[[141, 1], [223, 44]]"
8C49AF1E-F6E5-4F18-9DFB-69E0C3FC08F9,train,False,"[[752, 6], [797, 43]]","[[655, 9], [751, 43]]","[[495, 9], [556, 46]]","[[569, 11], [615, 41]]","[[219, 11], [281, 46]]"
8C8F198D-0E54-44B9-B7B8-E96BFBA07759,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
8CA9C450-8CB8-4E02-A0C5-7E67A1CC0513,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
8CAAC962-2588-4882-A925-FA127445CC91,train,False,"[[652, 4], [706, 41]]","[[565, 0], [644, 42]]","[[434, 4], [484, 41]]","[[488, 1], [517, 41]]","[[189, 4], [250, 41]]"
8D391234-49D3-400D-A108-4F397D2AC8BA,test,False,"[[194, 45], [242, 74]]","[[93, 48], [175, 75]]","[[203, 5], [256, 36]]","[[29, 48], [71, 77]]","[[81, 2], [133, 36]]"
